atom_id,rule_type,legal_level,article_reference,who,how,when,what,content_original,is_ambiguous,review_reason,source_document,specific_clause,business_categories,related_scenarios,parameters,where,reconstructed_text,bert_similarity_score
YZ-PSM-OBL-01754,OBL_MANDATORY,L3_DEPT_RULE,第五条,出票人/票据当事人,认真填写，不得连写导致分辨不清,填写阿拉伯小写金额数字时,阿拉伯小写金额数字,阿拉伯小写金额数字要认真填写，不得连写分辨不清。,True,AMBIGUOUS_TEXT,支付结算办法,,['支付结算'],"['票据填写', '凭证缮制']",,票据及结算凭证,出票人/票据当事人 填写阿拉伯小写金额数字时 票据及结算凭证 认真填写，不得连写导致分辨不清 阿拉伯小写金额数字,0.8900418281555176
YZ-PSM-OBL-01755,OBL_MANDATORY,L3_DEPT_RULE,第六条,出票人,必须使用中文大写,出票时,出票日期,六、票据的出票日期必须使用中文大写。,False,NONE,支付结算办法,,"['支付结算', '票据业务']","['票据填写', '出票日期规范']",,票据,出票人 出票时 票据 必须使用中文大写 出票日期,0.8861011862754822
YZ-PSM-PRC-01756,PRC_FLOW,L3_DEPT_RULE,第六条,出票人,月为壹、贰和壹拾的；日为壹至玖、壹拾、贰拾、叁拾的，须在前加零；日为拾壹至拾玖的，须在前加壹,填写月、日时,月、日的中文大写形式,为防止变造票据的出禀日期，在填写月、日时，月为壹、贰和壹拾的，日为壹至玖和壹拾、贰拾和叁拾的，应在其前加零；日为拾壹至拾玖的，应在其前加壹。,False,NONE,支付结算办法,,"['支付结算', '票据业务']","['票据填写', '出票日期规范', '防变造控制']",,票据出票日期栏位,出票人 填写月、日时 票据出票日期栏位 月为壹、贰和壹拾的；日为壹至玖、壹拾、贰拾、叁拾的，须在前加零；日为拾壹至拾玖的，须在前加壹 月、日的中文大写形式,0.9066573977470398
YZ-PSM-EVT-01757,EVT_TRIGGER,L3_DEPT_RULE,第六条,银行,不予受理,受理票据时发现出票日期为小写,票据,七、票据出票日期使用小写填写的，银行不予受理。,False,NONE,支付结算办法,,"['支付结算', '票据业务']","['票据填写', '出票日期规范']",,票据审核环节,银行 受理票据时发现出票日期为小写 票据审核环节 不予受理 票据,0.8535647988319397
YZ-PSM-PER-01758,PER_AUTH,L3_DEPT_RULE,第七条,银行,可予受理,大写日期未按要求规范填写时,票据,大写日期未按要求规范填写的，银行可予受理，,False,NONE,支付结算办法,,"['支付结算', '票据业务']","['票据受理', '形式审查']",,票据审核环节,银行 大写日期未按要求规范填写时 票据审核环节 可予受理 票据,0.9092411994934082
YZ-PSM-OBL-01759,OBL_ONGOING,L3_DEPT_RULE,第七条,出票人,自行承担,因大写日期不规范导致损失发生后,由此造成的损失,但由此造成损失的，由出票人自行承担。,False,NONE,支付结算办法,,"['支付结算', '票据业务']","['风险责任划分', '损失承担']",,票据法律关系中,出票人 因大写日期不规范导致损失发生后 票据法律关系中 自行承担 由此造成的损失,0.7799131870269775
YZ-GEN-OBL-01760,OBL_MANDATORY,L3_DEPT_RULE,第一条,中国人民银行等四部委,依据《反洗钱法》等上位法制定部门规章,制定本办法时,预防洗钱和恐怖融资活动，规范客户身份识别、客户身份资料及交易记录保存行为，维护金融秩序,为了预防洗钱和恐怖融资活动，规范金融机构客户身份识别、客户身份资料和交易记录保存行为，维护金融秩序，根据《中华人民共和国反洗钱法》等法律、行政法规的规定，制定本办法。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '客户身份识别']","['制度制定依据', '监管目的声明']",,金融监管规则体系内,中国人民银行等四部委 制定本办法时 金融监管规则体系内 依据《反洗钱法》等上位法制定部门规章 预防洗钱和恐怖融资活动，规范客户身份识别、客户身份资料及交易记录保存行为，维护金融秩序,0.8420429825782776
YZ-GEN-OBL-01761,OBL_MANDATORY,L3_DEPT_RULE,第二条第一款,政策性银行、商业银行、农村合作银行、城市信用合作社、农村信用合作社、证券公司、期货公司、基金管理公司、保险公司、保险资产管理公司、信托公司、金融资产管理公司、财务公司、金融租赁公司、汽车金融公司、货币经纪公司,全面适用本办法规定,在中华人民共和国境内依法设立并持续经营期间,客户身份识别、客户身份资料及交易记录保存义务,本办法适用于在中华人民共和国境内依法设立的下列金融机构：政策性银行、商业银行、农村合作银行、城市信用合作社、农村信用合作社。证券公司、期货公司、基金管理公司。保险公司、保险资产管理公司。（四）信托公司、金融资产管理公司、财务公司、金融租赁公司、汽车金融公司、货币经纪公司。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '客户身份识别']",['适用主体认定'],,全部业务活动中,政策性银行、商业银行、农村合作银行、城市信用合作社、农村信用合作社、证券公司、期货公司、基金管理公司、保险公司、保险资产管理公司、信托公司、金融资产管理公司、财务公司、金融租赁公司、汽车金融公司、货币经纪公司 在中华人民共和国境内依法设立并持续经营期间 全部业务活动中 全面适用本办法规定 客户身份识别、客户身份资料及交易记录保存义务,0.9228885769844055
YZ-GEN-OBL-01762,OBL_MANDATORY,L3_DEPT_RULE,第二条第二款,从事汇兑业务、支付清算业务和基金销售业务的机构,适用本办法（即承担与持牌金融机构同等核心义务）,开展相关业务时,客户身份识别、客户身份资料和交易记录保存义务,从事汇兑业务、支付清算业务和基金销售业务的机构履行客户身份识别、客户身份资料和交易记录保存义务适用本办法。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '客户身份识别', '支付结算', '基金销售']",['非持牌机构义务延伸'],,业务全流程中,从事汇兑业务、支付清算业务和基金销售业务的机构 开展相关业务时 业务全流程中 适用本办法（即承担与持牌金融机构同等核心义务） 客户身份识别、客户身份资料和交易记录保存义务,0.9471228718757629
YZ-GEN-OBL-01763,OBL_MANDATORY,L3_DEPT_RULE,第二条第一款括号（五）,中国人民银行,以正式公告形式动态扩展适用主体范围,根据风险形势或监管需要时,确定并公布其他应适用本办法的金融机构,（五）中国人民银行确定并公布的其他金融机构。,True,MISSING_PARAM,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '客户身份识别']",['监管动态扩容'],,全国金融监管框架下,中国人民银行 根据风险形势或监管需要时 全国金融监管框架下 以正式公告形式动态扩展适用主体范围 确定并公布其他应适用本办法的金融机构,0.6839301586151123
YZ-GEN-OBL-01764,OBL_MANDATORY,L3_DEPT_RULE,第三条第一款,金融机构,勤勉尽责；遵循‘了解你的客户’原则；针对不同洗钱/恐怖融资风险特征，采取相应措施,建立和执行客户身份识别制度时,客户及其交易目的、交易性质、实际控制客户的自然人、交易实际受益人,金融机构应当勤勉尽责，建立健全和执行客户身份识别制度，遵循“了解你的客户”的原则，针对具有不同洗钱或者恐怖融资风险特征的客户、业务关系或者交易，采取相应的措施，了解客户及其交易目的和交易性质，了解实际控制客户的自然人和交易的实际受益人。,True,AMBIGUOUS_TEXT,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '客户身份识别']","['客户尽职调查', '风险为本识别']",,所有业务关系与交易场景,金融机构 建立和执行客户身份识别制度时 所有业务关系与交易场景 勤勉尽责；遵循‘了解你的客户’原则；针对不同洗钱/恐怖融资风险特征，采取相应措施 客户及其交易目的、交易性质、实际控制客户的自然人、交易实际受益人,0.9580305218696594
YZ-GEN-OBL-01765,OBL_MANDATORY,L3_DEPT_RULE,第三条第二款,金融机构,按照安全、准确、完整、保密原则妥善保存；确保足以重现每项交易,保存客户身份资料和交易记录全周期,客户身份资料和交易记录,金融机构应当按照安全、准确、完整、保密的原则，妥善保存客户身份资料和交易记录，确保能足以重现每项交易，以提供识别客户身份、监测分析交易情况、调查可疑交易活动和查处洗钱案件所需的信息。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '资料保存']","['客户身份资料保存', '交易记录保存']",,内部档案系统/业务系统,金融机构 保存客户身份资料和交易记录全周期 内部档案系统/业务系统 按照安全、准确、完整、保密原则妥善保存；确保足以重现每项交易 客户身份资料和交易记录,0.9018884301185608
YZ-GEN-OBL-01766,OBL_MANDATORY,L3_DEPT_RULE,第四条,金融机构,根据反洗钱/反恐融资法律规定建立和健全；指定专人负责合规管理；合理设计业务流程和操作规范；定期开展内部审计；评估制度健全性与有效性；及时修改完善,持续运营期间,客户身份识别、客户身份资料和交易记录保存相关的内部操作规程,"金融机构应当根据反洗钱和反恐怖融资方面的法律规定，建立和健全客户身份识别、客户身份资料和交易记录保存等方面的内部操作规程,指定专人负责反洗钱和反恐融资合规管理工作，合理设计业务流程和操作规范，并定期进行内部审计，评估内部操作规程是否健全、有效，及时修改和完善相关制度。",True,AMBIGUOUS_TEXT,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '内控治理']","['内控制度建设', '合规管理架构', '内部审计']",,全机构范围（含制度设计、流程执行、监督评估）,金融机构 持续运营期间 全机构范围（含制度设计、流程执行、监督评估） 根据反洗钱/反恐融资法律规定建立和健全；指定专人负责合规管理；合理设计业务流程和操作规范；定期开展内部审计；评估制度健全性与有效性；及时修改完善 客户身份识别、客户身份资料和交易记录保存相关的内部操作规程,0.9182410836219788
YZ-GEN-OBL-01767,OBL_ONGOING,L3_DEPT_RULE,第五条第一句,金融机构,进行监督管理,持续运营期间,客户身份识别制度、客户身份资料和交易记录保存制度的执行情况,金融机构应当对其分支机构执行客户身份识别制度、客户身份资料和交易记录保存制度的情况进行监督管理。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '分支机构管理']",['分支机构合规监督'],,境内分支机构,金融机构 持续运营期间 境内分支机构 进行监督管理 客户身份识别制度、客户身份资料和交易记录保存制度的执行情况,0.924111008644104
YZ-GEN-OBL-01768,OBL_MANDATORY,L3_DEPT_RULE,第五条第二句,金融机构总部、集团总部,作出统一要求,制度制定与发布阶段,客户身份识别、客户身份资料和交易记录保存工作,金融机构总部、集团总部应对客户身份识别、客户身份资料和交易记录保存工作作出统一要求。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '集团治理']","['集团统一政策', '总部管控']",,集团整体层面,金融机构总部、集团总部 制度制定与发布阶段 集团整体层面 作出统一要求 客户身份识别、客户身份资料和交易记录保存工作,0.9122757911682129
YZ-GEN-PER-01769,PER_AUTH,L3_DEPT_RULE,第五条第三句前半段,金融机构,要求境外分支机构和附属机构执行,境外分支机构运营期间,本办法有关要求,金融机构应要求其境外分支机构和附属机构在驻在国家（地区）法律规定允许的范围内，执行本办法的有关要求，,True,MISSING_PARAM,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '跨境合规']",['境外分支机构合规适配'],,驻在国家（地区）法律允许范围内,金融机构 境外分支机构运营期间 驻在国家（地区）法律允许范围内 要求境外分支机构和附属机构执行 本办法有关要求,0.9258734583854675
YZ-GEN-EVT-01770,EVT_TRIGGER,L3_DEPT_RULE,第五条第三句后半段（但书一）,金融机构,遵守其规定,驻在国家（地区）有更严格要求时,驻在国家（地区）更严格规定,驻在国家（地区）有更严格要求的，遵守其规定。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '跨境合规']",['境外更严标准适用'],,境外分支机构所在地,金融机构 驻在国家（地区）有更严格要求时 境外分支机构所在地 遵守其规定 驻在国家（地区）更严格规定,0.7687525153160095
YZ-GEN-EVT-01771,EVT_TRIGGER,L3_DEPT_RULE,第五条第四句（但书二）,金融机构,向中国人民银行报告,本办法要求比驻在国更严格，且驻在国法律禁止或限制实施时,本办法相关要求无法实施的情形,如果本办法的要求比驻在国家（地区）的相关规定更为严格，但驻在国家（地区）法律禁止或者限制境外分支机构和附属机构实施本办法，金融机构应向中国人民银行报告。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '跨境合规', '监管报告']","['境外法律冲突应对', '监管报告']",,境外分支机构所在地,金融机构 本办法要求比驻在国更严格，且驻在国法律禁止或限制实施时 境外分支机构所在地 向中国人民银行报告 本办法相关要求无法实施的情形,0.9322308301925659
YZ-GEN-OBL-01772,OBL_MANDATORY,L3_DEPT_RULE,第六条第一款,金融机构,充分收集信息、评估健全性与有效性，并以书面方式明确双方在客户身份识别及资料保存方面的职责,与境外金融机构建立代理行或者类似业务关系时,境外金融机构的业务、声誉、内部控制、监管接受情况、反洗钱/反恐融资措施,金融机构与境外金融机构建立代理行或者类似业务关系时，应当充分收集有关境外金融机构业务、声誉、内部控制、接受监管等方面的信息，评估境外金融机构接受反洗钱监管的情况和反洗钱、反恐怖融资措施的健全性和有效性，以书面方式明确本金融机构与境外金融机构在客户身份识别、客户身份资料和交易记录保存方面的职责。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '跨境金融合作', '代理行业务']","['境外代理行准入尽职调查', '反洗钱风险评估']",,跨境业务合作准入环节,金融机构 与境外金融机构建立代理行或者类似业务关系时 跨境业务合作准入环节 充分收集信息、评估健全性与有效性，并以书面方式明确双方在客户身份识别及资料保存方面的职责 境外金融机构的业务、声誉、内部控制、监管接受情况、反洗钱/反恐融资措施,0.9438462853431702
YZ-GEN-OBL-01773,OBL_MANDATORY,L3_DEPT_RULE,第六条第二款,金融机构,须经董事会或者其他高级管理层批准,与境外金融机构建立代理行或者类似业务关系时,代理行或类似业务关系,金融机构与境外金融机构建立代理行或者类似业务关系应当经董事会或者其他高级管理层的批准。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '跨境金融合作', '代理行业务']",['境外代理行准入审批'],,内部治理决策流程,金融机构 与境外金融机构建立代理行或者类似业务关系时 内部治理决策流程 须经董事会或者其他高级管理层批准 代理行或类似业务关系,0.9232164025306702
YZ-GEN-OBL-01774,OBL_MANDATORY,L3_DEPT_RULE,第七条第一句,政策性银行、商业银行、农村合作银行、城市信用合作社、农村信用合作社、从事汇兑业务的机构,识别客户身份、了解实际控制人和实际受益人、核对证件、登记基本信息、留存复印件或影印件,以开立账户等方式与客户建立业务关系，或为不在本机构开立账户的客户提供单笔人民币1万元以上或外币等值1000美元以上的一次性金融服务时,客户身份、实际控制客户的自然人、交易的实际受益人、有效身份证件或其他身份证明文件,政策性银行、商业银行、农村合作银行、城市信用合作社、农村信用合作社等金融机构和从事汇兑业务的机构，在以开立账户等方式与客户建立业务关系，为不在本机构开立账户的客户提供现金汇款、现钞兑换、票据兑付等一次性金融服务且交易金额单笔人民币 1 万元以上或者外币等值 1000 美元以上的，应当识别客户身份，了解实际控制客户的自然人和交易的实际受益人，核对客户的有效身份证件或者其他身份证明文件，登记客户身份基本信息，并留存有效身份证件或者其他身份证明文件的复印件或者影印件。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '客户身份识别', '支付结算']","['开户身份识别', '一次性金融服务身份识别']",,柜面/电子渠道业务办理前端,政策性银行、商业银行、农村合作银行、城市信用合作社、农村信用合作社、从事汇兑业务的机构 以开立账户等方式与客户建立业务关系，或为不在本机构开立账户的客户提供单笔人民币1万元以上或外币等值1000美元以上的一次性金融服务时 柜面/电子渠道业务办理前端 识别客户身份、了解实际控制人和实际受益人、核对证件、登记基本信息、留存复印件或影印件 客户身份、实际控制客户的自然人、交易的实际受益人、有效身份证件或其他身份证明文件,0.9539270997047424
YZ-GEN-OBL-01775,OBL_MANDATORY,L3_DEPT_RULE,第八条,商业银行、农村合作银行、城市信用合作社、农村信用合作社,应当核对,为自然人客户办理人民币单笔5万元以上或外币等值1万美元以上现金存取业务时,客户有效身份证件或其他身份证明文件,第八条 商业银行、农村合作银行、城市信用合作社、农村信用合作社等金融机构为自然人客户办理人民币单笔 5 万元以上或者外币等值 1 万美元以上现金存取业务的，应当核对客户的有效身份证件或者其他身份证明文件。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '账户管理', '现金业务']",['大额现金存取身份核验'],,柜面/现金业务系统,商业银行、农村合作银行、城市信用合作社、农村信用合作社 为自然人客户办理人民币单笔5万元以上或外币等值1万美元以上现金存取业务时 柜面/现金业务系统 应当核对 客户有效身份证件或其他身份证明文件,0.9535397291183472
YZ-GEN-OBL-01776,OBL_MANDATORY,L3_DEPT_RULE,第九条,金融机构,应了解,提供保管箱服务时,保管箱的实际使用人,第九条 金融机构提供保管箱服务时，应了解保管箱的实际使用人。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '保管箱业务']",['保管箱实际使用人识别'],,保管箱业务系统/客户服务流程,金融机构 提供保管箱服务时 保管箱业务系统/客户服务流程 应了解 保管箱的实际使用人,0.87432861328125
YZ-GEN-OBL-01777,OBL_MANDATORY,L3_DEPT_RULE,第十条第一句,政策性银行、商业银行、农村合作银行、城市信用合作社、农村信用合作社及从事汇兑业务的机构,应当登记并在汇兑凭证或信息系统中留存，并向接收汇款的境外机构提供汇款人的姓名或者名称、账号、住所,为客户向境外汇出资金时,汇款人的姓名或者名称、账号、住所和收款人的姓名、住所,第十条 政策性银行、商业银行、农村合作银行、城市信用合作社、农村信用合作社等金融机构和从事汇兑业务的机构为客户向境外汇出资金时，应当登记汇款人的姓名或者名称、账号、住所和收款人的姓名、住所等信息，在汇兑凭证或者相关信息系统中留存上述信息，并向接收汇款的境外机构提供汇款人的姓名或者名称、账号、住所等信息。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '跨境汇款', '支付结算']",['境外汇出资金客户身份登记'],,汇兑业务系统/国际结算平台,政策性银行、商业银行、农村合作银行、城市信用合作社、农村信用合作社及从事汇兑业务的机构 为客户向境外汇出资金时 汇兑业务系统/国际结算平台 应当登记并在汇兑凭证或信息系统中留存，并向接收汇款的境外机构提供汇款人的姓名或者名称、账号、住所 汇款人的姓名或者名称、账号、住所和收款人的姓名、住所,0.9612022638320923
YZ-GEN-PER-01778,PER_AUTH,L3_DEPT_RULE,第十条第二句（前半段）,金融机构,可登记并向境外机构提供，以确保该笔交易可跟踪稽核,汇款人未在本金融机构开户且无法登记汇款人账号时,其他相关信息,汇款人没有在本金融机构开户，金融机构无法登记汇款人账号的，可登记并向接收汇款的境外机构提供其他相关信息，确保该笔交易的可跟踪稽核。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '跨境汇款']",['境外汇出资金客户身份登记例外情形'],,汇兑业务系统,金融机构 汇款人未在本金融机构开户且无法登记汇款人账号时 汇兑业务系统 可登记并向境外机构提供，以确保该笔交易可跟踪稽核 其他相关信息,0.9613586068153381
YZ-GEN-PER-01779,PER_AUTH,L3_DEPT_RULE,第十条第二句（后半段）,金融机构,可登记,境外收款人住所不明确时,接收汇款的境外机构所在地名称,境外收款人住所不明确的，金融机构可登记接收汇款的境外机构所在地名称。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '跨境汇款']",['境外汇出资金客户住所信息替代登记'],,汇兑业务系统,金融机构 境外收款人住所不明确时 汇兑业务系统 可登记 接收汇款的境外机构所在地名称,0.9453908205032349
YZ-GEN-OBL-01780,OBL_MANDATORY,L3_DEPT_RULE,第十条第三句（前半段）,接收境外汇入款的金融机构,应要求境外机构补充,发现汇款人姓名或者名称、汇款人账号、汇款人住所三项信息中任何一项缺失时,汇款人姓名或者名称、汇款人账号、汇款人住所,接收境外汇入款的金融机构，发现汇款人姓名或者名称、汇款人账号和汇款人住所三项信息中任何一项缺失的，应要求境外机构补充。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '跨境汇款']",['境外汇入资金三要素完整性核查'],,国际收支申报/反洗钱监测系统,接收境外汇入款的金融机构 发现汇款人姓名或者名称、汇款人账号、汇款人住所三项信息中任何一项缺失时 国际收支申报/反洗钱监测系统 应要求境外机构补充 汇款人姓名或者名称、汇款人账号、汇款人住所,0.9474548101425171
YZ-GEN-PER-01781,PER_AUTH,L3_DEPT_RULE,第十条第三句（中段）,接收汇款的境内金融机构,可登记，确保该笔交易可跟踪稽核,汇款人未在办理汇出业务的境外机构开立账户，导致境内机构无法登记汇款人账号时,其他相关信息,如汇款人没有在办理汇出业务的境外机构开立账户，接收汇款的境内金融机构无法登记汇款人账号的，可登记其他相关信息，确保该笔交易的可跟踪稽核。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '跨境汇款']",['境外汇入资金账号缺失替代登记'],,国际收支申报/反洗钱监测系统,接收汇款的境内金融机构 汇款人未在办理汇出业务的境外机构开立账户，导致境内机构无法登记汇款人账号时 国际收支申报/反洗钱监测系统 可登记，确保该笔交易可跟踪稽核 其他相关信息,0.9279501438140869
YZ-GEN-PER-01782,PER_AUTH,L3_DEPT_RULE,第十条第三句（末段）,境内金融机构,可登记,境外汇款人住所不明确时,资金汇出地名称,境外汇款人住所不明确的，境内金融机构可登记资金汇出地名称。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '跨境汇款']",['境外汇入资金住所信息替代登记'],,国际收支申报/反洗钱监测系统,境内金融机构 境外汇款人住所不明确时 国际收支申报/反洗钱监测系统 可登记 资金汇出地名称,0.9023081064224243
YZ-GEN-OBL-01783,OBL_MANDATORY,L3_DEPT_RULE,第十一条,证券公司、期货公司、基金管理公司以及其他从事基金销售业务的机构,识别、了解、核对、登记、留存复印件或影印件,在办理本条所列任一业务时,客户身份、实际控制客户的自然人、交易的实际受益人、客户有效身份证件或其他身份证明文件、客户身份基本信息,证券公司、期货公司、基金管理公司以及其他从事基金销售业务的机构在办理以下业务时，应当识别客户身份，了解实际控制客户的自然人和交易的实际受益人，核对客户的有效身份证件或者其他身份证明文件，登记客户身份基本信息，并留存有效身份证件或者其他身份证明文件的复印件或者影印件：资金账户开户、销户、变更，资金存取等。开立基金账户。代办证券账户的开户、挂失、销户或者期货客户交易编码的申请、挂失、销户。与客户签订期货经纪合同。为客户办理代理授权或者取消代理授权。转托管，指定交易、撤销指定交易。代办股份确认。交易密码挂失。修改客户身份基本信息等资料。开通网上交易、电话交易等非柜面交易方式。与客户签订融资融券等信用交易合同。办理中国人民银行和中国证券监督管理委员会确定的其他业务。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '证券期货基金业务', '客户身份识别']","['资金账户开户', '资金账户销户', '资金账户变更', '资金存取', '基金账户开立', '证券账户代办开户', '证券账户代办挂失', '证券账户代办销户', '期货客户交易编码申请', '期货客户交易编码挂失', '期货客户交易编码销户', '签订期货经纪合同', '代理授权管理', '转托管', '指定交易', '撤销指定交易', '代办股份确认', '交易密码挂失', '修改客户身份信息', '开通非柜面交易', '签订信用交易合同']",,客户身份识别与业务办理环节,证券公司、期货公司、基金管理公司以及其他从事基金销售业务的机构 在办理本条所列任一业务时 客户身份识别与业务办理环节 识别、了解、核对、登记、留存复印件或影印件 客户身份、实际控制客户的自然人、交易的实际受益人、客户有效身份证件或其他身份证明文件、客户身份基本信息,0.9632307291030884
YZ-GEN-EVT-01784,EVT_TRIGGER,L3_DEPT_RULE,第十一条,中国人民银行和中国证券监督管理委员会,确定并发布,动态确定并公布时,其他需履行客户身份识别义务的业务,办理中国人民银行和中国证券监督管理委员会确定的其他业务。,True,MISSING_PARAM,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['反洗钱', '证券期货基金业务']",['其他业务认定'],,监管协同机制下,中国人民银行和中国证券监督管理委员会 动态确定并公布时 监管协同机制下 确定并发布 其他需履行客户身份识别义务的业务,0.6756021976470947
YZ-GEN-OBL-01785,OBL_MANDATORY,L3_DEPT_RULE,第十二条,保险公司,确认投保人与被保险人关系；核对有效身份证件或其他身份证明文件；登记身份基本信息；留存证件复印件或影印件,订立保险合同时,投保人、被保险人、法定继承人以外的指定受益人,对于保险费金额人民币1万元以上或者外币等值1000美元以上且以现金形式缴纳的财产保险合同，单个被保险人保险费金额人民币2万元以上或者外币等值2000美元以上且以现金形式缴纳的人身保险合同，保险费金额人民币20万元以上或者外币等值2万美元以上且以转账形式缴纳的保险合同，保险公司在订立保险合同时，应确认投保人与被保险人的关系，核对投保人和人身保险被保险人、法定继承人以外的指定受益人的有效身份证件或者其他身份证明文件，登记投保人、被保险人、法定继承人以外的指定受益人的身份基本信息，并留存有效身份证件或者其他身份证明文件的复印件或者影印件。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['保险业务', '反洗钱', '客户身份识别']","['投保环节客户身份识别', '现金缴费高风险场景', '转账大额缴费识别']",,保险承保系统/柜面/线上投保流程,保险公司 订立保险合同时 保险承保系统/柜面/线上投保流程 确认投保人与被保险人关系；核对有效身份证件或其他身份证明文件；登记身份基本信息；留存证件复印件或影印件 投保人、被保险人、法定继承人以外的指定受益人,0.7095171213150024
YZ-GEN-OBL-01786,OBL_MANDATORY,L3_DEPT_RULE,第十三条,保险公司,要求出示保险合同原件或保险凭证原件；核对退保申请人有效身份证件或其他身份证明文件；确认申请人身份,客户申请解除保险合同时（且退保金额达阈值）,退保申请人及保险合同/保险凭证原件,在客户申请解除保险合同时，如退还的保险费或者退还的保险单的现金价值金额为人民币1万元以上或者外币等值1000美元以上的，保险公司应当要求退保申请人出示保险合同原件或者保险凭证原件，核对退保申请人的有效身份证件或者其他身份证明文件，确认申请人的身份。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['保险业务', '反洗钱', '客户身份识别']","['退保环节客户身份识别', '大额退保资金返还']",,退保受理系统/柜面/线上退保流程,保险公司 客户申请解除保险合同时（且退保金额达阈值） 退保受理系统/柜面/线上退保流程 要求出示保险合同原件或保险凭证原件；核对退保申请人有效身份证件或其他身份证明文件；确认申请人身份 退保申请人及保险合同/保险凭证原件,0.9377850294113159
YZ-GEN-OBL-01787,OBL_MANDATORY,L3_DEPT_RULE,第十四条,保险公司,核对证件真实性、确认关系、登记基本信息、留存复印件或影印件,被保险人或者受益人请求赔偿或者给付保险金时，且金额为人民币1万元以上或外币等值1000美元以上,被保险人、受益人有效身份证件及其他身份证明文件；投保人与被保险人/受益人之间的关系信息；被保险人、受益人身份基本信息,在被保险人或者受益人请求保险公司赔偿或者给付保险金时，如金额为人民币 1 万元以上或者外币等值 1000 美元以上，保险公司应当核对被保险人或者受益人的有效身份证件或者其他身份证明文件，确认被保险人、受益人与投保人之间的关系，登记被保险人、受益人身份基本信息，并留存有效身份证件或者其他身份证明文件的复印件或者影印件。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['保险业务', '反洗钱', '客户身份识别']","['保险金给付', '大额资金支付核验']",,保险理赔/给付业务处理系统,保险公司 被保险人或者受益人请求赔偿或者给付保险金时，且金额为人民币1万元以上或外币等值1000美元以上 保险理赔/给付业务处理系统 核对证件真实性、确认关系、登记基本信息、留存复印件或影印件 被保险人、受益人有效身份证件及其他身份证明文件；投保人与被保险人/受益人之间的关系信息；被保险人、受益人身份基本信息,0.9543271660804749
YZ-GEN-OBL-01788,OBL_MANDATORY,L3_DEPT_RULE,第十五条,信托公司,核对证件、了解财产来源、登记身份基本信息、留存委托人证件复印件或影印件,设立信托时,委托人的有效身份证件或其他身份证明文件；信托财产来源信息；委托人、受益人的身份基本信息,信托公司在设立信托时，应当核对委托人的有效身份证件或者其他身份证明文件，了解信托财产的来源，登记委托人、受益人的身份基本信息，并留存委托人的有效身份证件或者其他身份证明文件的复印件或者影印件。,False,NONE,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,,"['信托业务', '反洗钱', '客户身份识别']","['信托设立', '委托人尽职调查']",,信托产品设立及受托管理流程,信托公司 设立信托时 信托产品设立及受托管理流程 核对证件、了解财产来源、登记身份基本信息、留存委托人证件复印件或影印件 委托人的有效身份证件或其他身份证明文件；信托财产来源信息；委托人、受益人的身份基本信息,0.9364950656890869
